dataset,method,index,jo_b,jb_b,J_total_b,jo_a,jb_a,J_total_a,misfitb,misfita,Improvement,pct_drop_J,pct_drop_Jo,pct_drop_Jb,cg_iterations,converged,exit_code,runtime,log_runtime,jo_jb_ratio,log_jo_jb_ratio,pct_drop_J_100
baseline,PI-NPZ,10,2416.9032046840357,0.0,1208.4516023420178,1582.567551608642,26.824407636388333,804.6959796225151,5.296255013388214,4.2938809967789595,18.92609049366748,0.3341098823792458,0.34520855095000275,,52,1,0,1.0618813037872314,0.026075974380874663,58.99729727719424,1.770832116650853,33.410988237924585
baseline,PI-NPZ,11,781.0645329753794,0.0,390.5322664876897,577.3893269841265,50.55649675696377,313.9729118705451,4.342599738950507,3.788353454122773,12.763006451100667,0.1960384869237377,0.26076616898142163,,53,1,0,1.0431067943572998,0.01832877422304683,11.420675165839997,1.0576917792277991,19.60384869237377
baseline,PI-NPZ,12,5964.663619036643,1.4176984312850486e-27,2982.3318095183213,3225.734981492505,69.86095888179388,1647.7979701871495,9.045313008292599,6.820980157193797,24.590999217601077,0.4474800004050231,0.4591924729506379,-4.927772884566825e+28,57,1,0,1.031951904296875,0.013659456801643603,46.173643092281516,1.6643941416608796,44.74800004050231
baseline,PI-NPZ,13,2651.5403672284756,1.3695501826753677e-27,1325.7701836142378,1693.371523064075,34.88174407890894,864.126633571492,5.6635496813730075,4.567339978718159,19.355523732054476,0.3482078234586932,0.36136309897703994,-2.5469489559534567e+28,57,1,0,1.1263041496276855,0.05165568418172813,48.546068087460206,1.6861540606689465,34.820782345869326
baseline,PI-NPZ,14,2920.778662340926,1.9259299443872359e-28,1460.389331170463,1517.0300889112134,34.013539885879496,775.5218143985464,5.925312440772274,4.29227143024727,27.560420262195684,0.4689622843403092,0.48060765148997825,-1.7660839629710115e+29,56,1,0,1.0996856689453125,0.041268565384751904,44.60077057551422,1.6493423621606338,46.89622843403092
baseline,PI-NPZ,15,680.69546719095,0.0,340.347733595475,383.0260272600086,24.73091503055556,203.87847114528208,4.75601794005011,3.818816538256753,19.705590130374535,0.40097009317063753,0.43730192762902387,,54,1,0,1.070148229598999,0.02944393734715512,15.4877418319044,1.1899881006878592,40.09700931706375
baseline,PI-NPZ,16,315.0123231471749,0.0,157.50616157358746,195.77419271165542,23.571018642369207,109.67260567701231,3.7021617826636826,2.7623721639945287,25.384887907113047,0.30369323598954656,0.37851893933625896,,64,1,0,1.2553412914276123,0.0987618141305084,8.3057162561379,0.9193770904509057,30.369323598954658
baseline,PI-NPZ,17,1056.8003320986732,0.0,528.4001660493366,788.3905766557158,19.854169677747368,404.12237316673156,3.8953872995547294,3.3163445714606685,14.864830723256956,0.23519635470932315,0.2539834132242646,,53,1,0,1.0239667892456055,0.010285871208885636,39.70906814296782,1.598889695547501,23.519635470932315
baseline,PI-NPZ,18,579.4622851627978,0.0,289.7311425813989,393.5883575033983,7.190004723588588,200.38918111349344,2.6331530672578953,2.168437960988434,17.64861724325828,0.3083616095663764,0.3207696728824705,,60,1,0,1.0894501209259033,0.03720735142254683,54.741042966513554,1.7383130676500385,30.83616095663764
baseline,PI-NPZ,19,285.40719773482823,4.8148248609680896e-29,142.70359886741412,205.65101472795487,3.1374097779504253,104.39421225295266,1.6679925421316066,1.345889166980112,19.31084024751474,0.26845424304999277,0.27944699236693676,-6.5161451735953775e+28,57,1,0,1.191190242767334,0.07598112738208102,65.54802505342495,1.8165596110326516,26.845424304999277
baseline,PI-NPZ,20,893.4116667633339,1.9259299443872359e-28,446.70583338166693,568.3449064696973,48.951913467016325,308.6484099683568,4.121081003821632,3.4736558296672815,15.710081251835845,0.30905668360805444,0.3638487971298759,-2.541728665140576e+29,54,1,0,1.0877559185028076,0.03653145497658425,11.610269470929808,1.0648422997023745,30.905668360805443
baseline,PI-NPZ,21,3113.677332792836,0.0,1556.838666396418,1477.4288681081614,65.1600232861026,771.294445697132,8.06542654430583,5.580714876953323,30.806946832919913,0.5045765098560718,0.5255035412474899,,74,1,0,1.5494937896728516,0.1901898399388279,22.67385420691323,1.3555253497922057,50.45765098560718
baseline,PI-NPZ,22,6876.337295942045,1.3695501826753677e-27,3438.1686479710224,3438.6021298133587,114.95160806421129,1776.776868938785,9.421408846830708,6.799752135533961,27.82658893079089,0.4832199781743342,0.49993696035786495,-8.393384157684342e+28,51,1,0,0.9671003818511963,-0.014528445232969714,29.91347565918848,1.475866876819709,48.32199781743342
baseline,PI-NPZ,23,1436.1417631309748,1.3695501826753677e-27,718.0708815654874,803.2411565118786,13.868988546796931,408.55507252933774,4.147113567591056,3.078929906421234,25.757280184403058,0.4310379615468673,0.44069507820682763,-1.0126674233801608e+28,69,1,0,1.4708507061004639,0.16756859332086846,57.91634723769302,1.7628011632626643,43.10379615468673
